"id","loyalty_status","purchase_frequency","purchase_amount","product_category"
89209,"Gold","occasional",7768,"Electronics"
89210,"Silver","rare",18229,"Food"
89211,"Regular","occasional",10746,"Clothing"
89212,"Regular","rare",13339,"Electronics"
89213,"Regular","frequent",12762,"Electronics"
89214,"Regular","occasional",17164,"Clothing"
89215,"Regular","frequent",8902,"Books"
89216,"Regular","occasional",5004,"Clothing"
89217,"Regular","rare",11600,"Electronics"
89218,"Silver","rare",7789,"Food"
89219,"Regular","occasional",19830,"Electronics"
89220,"Silver","rare",15287,"Home"
89221,"Silver","rare",18933,"Electronics"
89222,"Silver","frequent",6795,"Clothing"
89223,"Gold","rare",11332,"Food"
89224,"Silver","rare",3344,"Electronics"
89225,"Silver","rare",4648,"Books"
89226,"Silver","occasional",9592,"Books"
89227,"Regular","rare",4965,"Electronics"
89228,"Gold","rare",5308,"Electronics"
89229,"Regular","occasional",15261,"Clothing"
89230,"Silver","occasional",5858,"Beauty"
89231,"Regular","occasional",13423,"Food"
89232,"Silver","rare",10631,"Electronics"
89233,"Silver","occasional",13199,"Electronics"
89234,"Regular","rare",5919,"Food"
89235,"Regular","frequent",15000,"Health"
89236,"Silver","rare",9684,"Books"
89237,"Gold","occasional",16061,"Health"
89238,"Regular","rare",6906,"Electronics"
89239,"Regular","rare",12795,"Electronics"
89240,"Gold","rare",11159,"Food"
89241,"Silver","frequent",15030,"Electronics"
89242,"Silver","rare",7976,"Electronics"
89243,"Regular","frequent",9629,"Electronics"
89244,"Silver","occasional",9724,"Electronics"
89245,"Regular","occasional",10827,"Clothing"
89246,"Regular","occasional",12609,"Electronics"
89247,"Regular","frequent",5960,"Electronics"
89248,"Regular","rare",3971,"Beauty"
89249,"Regular","rare",9675,"Clothing"
89250,"Silver","occasional",10487,"Clothing"
89251,"Regular","occasional",8456,"Books"
89252,"Regular","rare",7748,"Food"
89253,"Regular","rare",11223,"Clothing"
89254,"Gold","rare",10877,"Health"
89255,"Regular","rare",6271,"Books"
89256,"Regular","occasional",7744,"Books"
89257,"Regular","occasional",3180,"Home"
89258,"Regular","rare",12973,"Electronics"
89259,"Regular","rare",7335,"Food"
89260,"Regular","rare",20803,"Electronics"
89261,"Regular","occasional",15104,"Electronics"
89262,"Gold","frequent",14534,"Books"
89263,"Gold","frequent",4295,"Electronics"
89264,"Silver","occasional",11281,"Electronics"
89265,"Regular","occasional",12799,"Clothing"
89266,"Regular","rare",8872,"Books"
89267,"Regular","rare",7260,"Books"
89268,"Regular","rare",12894,"Electronics"
89269,"Regular","rare",17511,"Books"
89270,"Gold","frequent",7039,"Electronics"
89271,"Regular","occasional",15804,"Clothing"
89272,"Regular","occasional",6242,"Electronics"
89273,"Regular","rare",4777,"Books"
89274,"Silver","rare",8177,"Food"
89275,"Regular","frequent",12105,"Health"
89276,"Regular","occasional",10634,"Health"
89277,"Regular","rare",2337,"Electronics"
89278,"Regular","rare",7675,"Clothing"
89279,"Silver","frequent",10527,"Books"
89280,"Regular","frequent",9113,"Electronics"
89281,"Gold","occasional",2293,"Electronics"
89282,"Regular","rare",7796,"Beauty"
89283,"Regular","occasional",9521,"Electronics"
89284,"Gold","rare",16345,"Clothing"
89285,"Regular","rare",17566,"Food"
89286,"Regular","frequent",16125,"Books"
89287,"Silver","rare",2911,"Food"
89288,"Silver","occasional",11535,"Electronics"
89289,"Silver","frequent",3758,"Beauty"
89290,"Silver","occasional",3925,"Food"
89291,"Regular","occasional",7023,"Clothing"
89292,"Regular","rare",13562,"Books"
89293,"Regular","occasional",11296,"Beauty"
89294,"Silver","rare",11366,"Electronics"
89295,"Regular","rare",13455,"Home"
89296,"Silver","rare",2462,"Electronics"
89297,"Regular","occasional",9761,"Electronics"
89298,"Silver","rare",7464,"Clothing"
89299,"Regular","rare",11330,"Books"
89300,"Regular","occasional",3706,"Electronics"
89301,"Regular","frequent",7071,"Food"
89302,"Regular","frequent",3331,"Clothing"
89303,"Silver","rare",17341,"Health"
89304,"Regular","occasional",6332,"Home"
89305,"Regular","rare",10634,"Health"
89306,"Regular","rare",6558,"Electronics"
89307,"Silver","occasional",7754,"Health"
89308,"Regular","rare",11339,"Clothing"
89309,"Gold","frequent",15111,"Home"
89310,"Silver","rare",10535,"Books"
89311,"Regular","rare",13348,"Electronics"
89312,"Regular","frequent",5941,"Clothing"
89313,"Regular","occasional",4539,"Electronics"
89314,"Gold","occasional",12830,"Clothing"
89315,"Regular","frequent",9980,"Beauty"
89316,"Regular","frequent",6957,"Electronics"
89317,"Regular","occasional",2918,"Electronics"
89318,"Regular","rare",8368,"Books"
89319,"Gold","occasional",6111,"Clothing"
89320,"Silver","occasional",5110,"Electronics"
89321,"Regular","rare",6092,"Clothing"
89322,"Regular","rare",16558,"Health"
89323,"Silver","rare",8930,"Clothing"
89324,"Regular","rare",16572,"Food"
89325,"Regular","frequent",9855,"Clothing"
89326,"Regular","occasional",3707,"Health"
89327,"Silver","occasional",7914,"Books"
89328,"Silver","occasional",1977,"Home"
89329,"Silver","occasional",19468,"Electronics"
89330,"Silver","occasional",13397,"Electronics"
89331,"Regular","rare",7086,"Food"
89332,"Regular","occasional",6328,"Books"
89333,"Silver","frequent",9817,"Electronics"
89334,"Silver","occasional",2540,"Books"
89335,"Regular","occasional",14853,"Home"
89336,"Silver","occasional",6977,"Electronics"
89337,"Regular","rare",12517,"Books"
89338,"Gold","rare",6686,"Books"
89339,"Regular","rare",17302,"Electronics"
89340,"Silver","rare",13995,"Clothing"
89341,"Regular","rare",7272,"Books"
89342,"Silver","frequent",8890,"Clothing"
89343,"Gold","rare",4116,"Electronics"
89344,"Regular","rare",11017,"Food"
89345,"Regular","frequent",5209,"Electronics"
89346,"Silver","rare",5901,"Books"
89347,"Gold","rare",6996,"Books"
89348,"Regular","frequent",1941,"Beauty"
89349,"Regular","rare",7987,"Food"
89350,"Regular","frequent",6542,"Health"
89351,"Silver","rare",5202,"Electronics"
89352,"Silver","occasional",9567,"Clothing"
89353,"Regular","rare",17354,"Beauty"
89354,"Regular","occasional",4057,"Books"
89355,"Silver","rare",8605,"Books"
89356,"Regular","occasional",6008,"Health"
89357,"Regular","frequent",15007,"Electronics"
89358,"Regular","rare",9860,"Clothing"
89359,"Silver","frequent",5408,"Beauty"
89360,"Regular","rare",12667,"Beauty"
89361,"Regular","frequent",8412,"Clothing"
89362,"Silver","occasional",4309,"Food"
89363,"Regular","rare",5723,"Food"
89364,"Silver","rare",2138,"Electronics"
89365,"Regular","frequent",14802,"Electronics"
89366,"Regular","occasional",6710,"Electronics"
89367,"Regular","occasional",3162,"Clothing"
89368,"Regular","rare",15797,"Books"
89369,"Silver","frequent",6456,"Clothing"
89370,"Regular","rare",10510,"Food"
89371,"Regular","frequent",9209,"Clothing"
89372,"Regular","rare",11270,"Clothing"
89373,"Regular","occasional",1905,"Health"
89374,"Regular","rare",8466,"Books"
89375,"Regular","rare",3860,"Clothing"
89376,"Regular","rare",12874,"Health"
89377,"Gold","occasional",5414,"Clothing"
89378,"Regular","rare",15918,"Electronics"
89379,"Gold","rare",9901,"Food"
89380,"Regular","rare",4962,"Food"
89381,"Silver","frequent",9196,"Food"
89382,"Gold","rare",14700,"Health"
89383,"Regular","occasional",12383,"Electronics"
89384,"Regular","occasional",18121,"Books"
89385,"Regular","rare",16372,"Beauty"
89386,"Regular","occasional",4523,"Electronics"
89387,"Silver","rare",17430,"Books"
89388,"Silver","rare",14923,"Electronics"
89389,"Regular","occasional",1901,"Electronics"
89390,"Silver","occasional",2101,"Electronics"
89391,"Regular","rare",15057,"Clothing"
89392,"Regular","frequent",13882,"Clothing"
89393,"Regular","occasional",8613,"Clothing"
89394,"Silver","frequent",7162,"Electronics"
89395,"Gold","occasional",12290,"Electronics"
89396,"Regular","frequent",4123,"Books"
89397,"Regular","rare",13985,"Electronics"
89398,"Regular","occasional",11549,"Health"
89399,"Regular","rare",6841,"Electronics"
89400,"Silver","rare",2246,"Clothing"
89401,"Regular","rare",5416,"Clothing"
89402,"Regular","occasional",13959,"Home"
89403,"Silver","rare",11216,"Health"
89404,"Regular","rare",5388,"Beauty"
89405,"Silver","frequent",4201,"Clothing"
89406,"Regular","occasional",3506,"Books"
89407,"Regular","frequent",7247,"Electronics"
89408,"Regular","frequent",17903,"Books"
89409,"Gold","rare",13383,"Food"
89410,"Regular","occasional",5514,"Food"
89411,"Silver","frequent",14681,"Electronics"
89412,"Silver","occasional",5450,"Food"
89413,"Gold","rare",16247,"Beauty"
89414,"Gold","frequent",2748,"Home"
89415,"Silver","occasional",5969,"Books"
89416,"Gold","rare",11365,"Beauty"
89417,"Regular","occasional",9348,"Electronics"
89418,"Silver","frequent",10429,"Electronics"
89419,"Silver","rare",16083,"Electronics"
89420,"Regular","rare",12302,"Clothing"
89421,"Silver","frequent",18884,"Health"
89422,"Regular","frequent",15592,"Clothing"
89423,"Silver","occasional",15250,"Electronics"
89424,"Silver","frequent",3898,"Food"
89425,"Silver","frequent",2568,"Books"
89426,"Regular","occasional",18450,"Food"
89427,"Regular","rare",6089,"Books"
89428,"Regular","occasional",15755,"Electronics"
89429,"Gold","rare",5206,"Electronics"
89430,"Silver","rare",1862,"Food"
89431,"Regular","frequent",17372,"Electronics"
89432,"Regular","rare",10121,"Food"
89433,"Regular","rare",14561,"Books"
89434,"Regular","rare",7536,"Health"
89435,"Gold","rare",13056,"Clothing"
89436,"Regular","rare",6596,"Electronics"
89437,"Regular","occasional",6503,"Food"
89438,"Gold","occasional",3993,"Electronics"
89439,"Silver","occasional",8191,"Books"
89440,"Regular","frequent",11218,"Electronics"
89441,"Regular","rare",17167,"Electronics"
89442,"Regular","frequent",9254,"Electronics"
89443,"Regular","occasional",12788,"Food"
89444,"Silver","frequent",9149,"Food"
89445,"Silver","occasional",3393,"Books"
89446,"Silver","occasional",4691,"Home"
89447,"Silver","rare",2765,"Food"
89448,"Regular","rare",15660,"Books"
89449,"Regular","occasional",13390,"Electronics"
89450,"Regular","occasional",7117,"Electronics"
89451,"Regular","rare",5217,"Food"
89452,"Regular","occasional",3340,"Electronics"
89453,"Gold","rare",16662,"Books"
89454,"Regular","rare",11087,"Clothing"
89455,"Regular","occasional",9351,"Electronics"
89456,"Regular","rare",9802,"Health"
89457,"Silver","rare",19749,"Health"
89458,"Regular","occasional",4565,"Electronics"
89459,"Regular","rare",12467,"Electronics"
89460,"Regular","occasional",11192,"Health"
89461,"Silver","occasional",14031,"Books"
89462,"Gold","occasional",14188,"Food"
89463,"Regular","occasional",8014,"Health"
89464,"Silver","rare",13067,"Clothing"
89465,"Silver","rare",10642,"Food"
89466,"Regular","frequent",15263,"Food"
89467,"Silver","occasional",13757,"Home"
89468,"Silver","rare",13863,"Electronics"
89469,"Silver","rare",11794,"Books"
89470,"Regular","occasional",14267,"Home"
89471,"Silver","rare",6358,"Electronics"
89472,"Silver","occasional",3262,"Electronics"
89473,"Regular","occasional",19720,"Clothing"
89474,"Regular","rare",19351,"Electronics"
89475,"Silver","rare",15023,"Beauty"
89476,"Regular","rare",3547,"Clothing"
89477,"Silver","rare",3978,"Clothing"
89478,"Gold","rare",4944,"Books"
89479,"Regular","occasional",2703,"Food"
89480,"Regular","rare",2662,"Electronics"
89481,"Silver","occasional",12278,"Electronics"
89482,"Gold","occasional",14029,"Food"
89483,"Gold","rare",15536,"Health"
89484,"Regular","rare",12841,"Beauty"
89485,"Silver","frequent",10915,"Clothing"
89486,"Silver","occasional",14375,"Clothing"
89487,"Silver","occasional",8944,"Electronics"
89488,"Silver","rare",16033,"Books"
89489,"Regular","frequent",3053,"Clothing"
89490,"Gold","rare",4632,"Electronics"
89491,"Regular","rare",6117,"Books"
89492,"Silver","frequent",10254,"Electronics"
89493,"Regular","rare",12418,"Electronics"
89494,"Regular","frequent",20315,"Electronics"
89495,"Silver","rare",14237,"Electronics"
89496,"Regular","occasional",7897,"Books"
89497,"Regular","frequent",7789,"Clothing"
89498,"Regular","occasional",10176,"Beauty"
89499,"Regular","frequent",2736,"Food"
89500,"Regular","rare",8885,"Electronics"
89501,"Regular","rare",7811,"Clothing"
89502,"Regular","frequent",6986,"Food"
89503,"Silver","rare",3522,"Home"
89504,"Silver","occasional",13222,"Books"
89505,"Regular","frequent",6321,"Electronics"
89506,"Regular","rare",8922,"Clothing"
89507,"Silver","frequent",15674,"Clothing"
89508,"Regular","rare",9107,"Health"
89509,"Gold","rare",16225,"Electronics"
89510,"Regular","occasional",12154,"Books"
89511,"Silver","occasional",9565,"Clothing"
89512,"Regular","rare",6116,"Health"
89513,"Regular","rare",8973,"Food"
89514,"Regular","rare",14938,"Clothing"
89515,"Regular","occasional",14567,"Electronics"
89516,"Gold","rare",7675,"Health"
89517,"Silver","rare",12394,"Clothing"
89518,"Silver","occasional",13641,"Electronics"
89519,"Regular","frequent",15786,"Books"
89520,"Silver","rare",7717,"Food"
89521,"Regular","occasional",8353,"Electronics"
89522,"Silver","rare",4311,"Books"
89523,"Regular","occasional",11011,"Food"
89524,"Silver","rare",5868,"Electronics"
89525,"Regular","frequent",5185,"Food"
89526,"Regular","occasional",7843,"Food"
89527,"Regular","occasional",12353,"Electronics"
89528,"Gold","frequent",2568,"Clothing"
89529,"Regular","frequent",8396,"Electronics"
89530,"Regular","frequent",3148,"Electronics"
89531,"Regular","occasional",7467,"Clothing"
89532,"Regular","rare",1769,"Food"
89533,"Regular","frequent",5596,"Food"
89534,"Silver","occasional",9902,"Food"
89535,"Gold","frequent",2901,"Electronics"
89536,"Regular","rare",8263,"Electronics"
89537,"Gold","frequent",17625,"Food"
89538,"Regular","rare",5215,"Home"
89539,"Silver","occasional",8857,"Home"
89540,"Regular","occasional",22059,"Food"
89541,"Regular","rare",2842,"Electronics"
89542,"Regular","occasional",7621,"Clothing"
89543,"Silver","rare",12017,"Food"
89544,"Silver","occasional",4837,"Health"
89545,"Regular","rare",2172,"Beauty"
89546,"Silver","rare",14142,"Health"
89547,"Regular","occasional",6403,"Clothing"
89548,"Gold","occasional",13473,"Electronics"
89549,"Gold","rare",4880,"Electronics"
89550,"Regular","rare",3170,"Food"
89551,"Regular","occasional",6385,"Health"
89552,"Silver","rare",8816,"Clothing"
89553,"Regular","rare",13408,"Health"
89554,"Regular","frequent",9109,"Home"
89555,"Silver","rare",11258,"Electronics"
89556,"Regular","frequent",1822,"Books"
89557,"Regular","frequent",10718,"Electronics"
89558,"Regular","rare",14050,"Clothing"
89559,"Silver","rare",8492,"Electronics"
89560,"Regular","rare",9524,"Electronics"
89561,"Regular","rare",13623,"Food"
89562,"Silver","frequent",13558,"Health"
89563,"Regular","rare",10723,"Electronics"
89564,"Silver","rare",2733,"Clothing"
89565,"Silver","rare",2949,"Electronics"
89566,"Regular","occasional",8891,"Food"
89567,"Regular","frequent",12997,"Books"
89568,"Regular","occasional",8712,"Electronics"
89569,"Silver","rare",2103,"Books"
89570,"Regular","occasional",3488,"Clothing"
89571,"Silver","occasional",6789,"Electronics"
89572,"Silver","rare",16713,"Books"
89573,"Regular","frequent",3930,"Electronics"
89574,"Regular","rare",16343,"Books"
89575,"Regular","occasional",9660,"Books"
89576,"Silver","rare",15465,"Health"
89577,"Regular","rare",5313,"Clothing"
89578,"Regular","rare",16690,"Clothing"
89579,"Regular","rare",3638,"Food"
89580,"Silver","occasional",11413,"Food"
89581,"Regular","occasional",15647,"Electronics"
89582,"Regular","rare",13294,"Clothing"
89583,"Regular","rare",14614,"Beauty"
89584,"Silver","frequent",9197,"Electronics"
89585,"Silver","occasional",4799,"Food"
89586,"Regular","rare",6633,"Clothing"
89587,"Regular","rare",10982,"Beauty"
89588,"Silver","rare",2405,"Electronics"
89589,"Regular","rare",2604,"Books"
89590,"Regular","frequent",8370,"Health"
89591,"Regular","occasional",1727,"Electronics"
89592,"Regular","occasional",12795,"Clothing"
89593,"Silver","rare",17419,"Electronics"
89594,"Silver","occasional",7087,"Books"
89595,"Gold","rare",14380,"Books"
89596,"Regular","frequent",16268,"Food"
89597,"Silver","rare",8877,"Electronics"
89598,"Gold","rare",12278,"Books"
89599,"Regular","rare",21675,"Food"
89600,"Silver","occasional",6245,"Food"
89601,"Silver","occasional",10627,"Food"
89602,"Regular","occasional",16087,"Electronics"
89603,"Gold","occasional",6029,"Electronics"
89604,"Silver","rare",1898,"Food"
89605,"Silver","frequent",7574,"Clothing"
89606,"Regular","frequent",1538,"Books"
89607,"Silver","occasional",7942,"Electronics"
89608,"Regular","occasional",10272,"Electronics"
89609,"Silver","rare",2471,"Electronics"
89610,"Regular","rare",4951,"Books"
89611,"Regular","occasional",10274,"Electronics"
89612,"Silver","rare",3032,"Books"
89613,"Regular","occasional",4090,"Clothing"
89614,"Regular","rare",12803,"Electronics"
89615,"Gold","occasional",11711,"Health"
89616,"Regular","rare",4857,"Electronics"
89617,"Regular","rare",3578,"Electronics"
89618,"Gold","rare",3981,"Health"
89619,"Regular","rare",19100,"Clothing"
89620,"Gold","rare",8144,"Health"
89621,"Regular","rare",9278,"Electronics"
89622,"Silver","rare",11751,"Electronics"
89623,"Silver","occasional",13828,"Beauty"
89624,"Regular","rare",18099,"Electronics"
89625,"Regular","occasional",5765,"Clothing"
89626,"Regular","occasional",21895,"Electronics"
89627,"Silver","rare",5339,"Food"
89628,"Regular","rare",13569,"Food"
89629,"Regular","occasional",7724,"Books"
89630,"Regular","occasional",6474,"Clothing"
89631,"Silver","frequent",18753,"Electronics"
89632,"Regular","occasional",6955,"Books"
